index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
8347	None	 Why not?	  Negative	-1	-0.090909	-0.19048	0.064542659
8348	None	 Because nobody can move the stone.	  Negative	-1	-0.090909	-0.14286	0.112162659
8349	None	" Nobody except you, you mean."	  Neutral	0	-0.18182	-0.14286	0.112162659
8350	Satoru Nakata	" Yes, I think Nakata probably can."	  Neutral	0	-0.18182	-0.095238	0.159784659
8351	None	" After you move it, then what?"	  Positive	1	-0.18182	-0.14286	0.112162659
8352	Satoru Nakata	 Nakata did an uncharacteristic thing--he pondered this for a good long time.	  Negative	-1	-0.27273	-0.14286	0.112162659
8353	None	"At least he looked like he was, briskly rubbing his short, salt-and-pepper hair."	  Neutral	0	-0.18182	-0.14286	0.112162659
8354	None	"I don't really know about that, he finally said."	  Neutral	0	-0.090909	-0.19048	0.064542659
8355	None	All I know is it's about time somebody moved it.	  Neutral	0	-0.090909	-0.14286	0.112162659
8356	Hoshino	 Hoshino did some pondering himself.	  Neutral	0	-0.18182	-0.095238	0.159784659
8357	None	"And that somebody's you, right?"	  Negative	-1	-0.27273	-0.14286	0.112162659
8358	None	At least for now.	  Neutral	0	-0.18182	-0.14286	0.112162659
8359	Satoru Nakata	" Yes,"" Nakata replied, ""that's correct."	  Neutral	0	-0.18182	-0.095238	0.159784659
8360	None	 Is the stone found only in Takamatsu?	  Neutral	0	-0.090909	-0.095238	0.159784659
8361	None	" No, it isn't."	  Negative	-1	0	-0.095238	0.159784659
8362	None	It doesn't really matter where it is.	  Neutral	0	-0.090909	-0.14286	0.112162659
8363	None	It just happens to be here right now.	  Neutral	0	-0.090909	-0.095238	0.159784659
8364	None	It would be much easier if it was in Nakano Ward.	  Neutral	0	-0.090909	-0.14286	0.112162659
8365	None	 But moving that kind of stone must be risky.	  Positive	1	-0.090909	-0.14286	0.112162659
8366	None	 That's right.	  Positive	1	-0.090909	-0.19048	0.064542659
8367	Satoru Nakata	"Maybe Nakata shouldn't bring this up, but it is very dangerous."	  Negative	-1	0	-0.19048	0.064542659
8368	Hoshino	" Damn,"" Hoshino said, slowly shaking his head."	  Negative	-1	0	-0.19048	0.064542659
8369	None	He put on his Chunichi Dragons cap and pulled his ponytail out the hole in the back.	  Neutral	0	-0.090909	-0.19048	0.064542659
8370	None	This is starting to feel like an Indiana Jones movie or something.	  Neutral	0	-0.090909	-0.19048	0.064542659
8371	None	 The next morning they went to the tourist information booth in the station to ask if there were any famous stones in Takamatsu or the vicinity.	  Neutral	0	-0.27273	-0.2381	0.016922659
8372	None	Stones?	  Neutral	0	-0.36364	-0.19048	0.064542659
8373	None	" the girl behind the counter said, frowning slightly."	  Neutral	0	-0.36364	-0.2381	0.016922659
8374	None	"She'd been trained to introduce all the usual tourist places, but nothing beyond that, and the question clearly had her flustered."	  Negative	-1	-0.27273	-0.2381	0.016922659
8375	None	What sort of stones are you looking for?	  Neutral	0	-0.27273	-0.2381	0.016922659
8376	Hoshino	" A round stone about so big,"" Hoshino said, forming his hands in a circle the size of an LP, just as Nakata had done."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8377	None	It's called the entrance stone.	  Neutral	0	-0.36364	-0.42857	-0.173547341
8378	None	 'Entrance stone'?	  Negative	-1	-0.45455	-0.38095	-0.125927341
8379	None	 Yep.	  Neutral	0	-0.45455	-0.33333	-0.078307341
8380	None	That's the name.	  Neutral	0	-0.36364	-0.33333	-0.078307341
8381	None	"It's pretty famous, I imagine."	  Negative	-1	-0.45455	-0.38095	-0.125927341
8382	None	" Entrance to what, though?"	  Neutral	0	-0.45455	-0.42857	-0.173547341
8383	None	 If I knew that I wouldn't have to go to all this trouble.	  Negative	-1	-0.45455	-0.42857	-0.173547341
8384	None	 The girl thought about it for a while.	  Neutral	0	-0.36364	-0.42857	-0.173547341
8385	Hoshino	Hoshino gazed at her face the whole time.	  Neutral	0	-0.36364	-0.38095	-0.125927341
8386	None	"Kind of pretty, he judged, though her eyes are a bit too far apart, giving her the look of a cautious bovine."	  Negative	-1	-0.45455	-0.33333	-0.078307341
8387	None	"She made a few calls, but it didn't look like she was getting anywhere."	  Negative	-1	-0.45455	-0.38095	-0.125927341
8388	None	"I'm sorry, she finally said."	  Neutral	0	-0.45455	-0.38095	-0.125927341
8389	None	Nobody's heard of a stone by that name.	  Neutral	0	-0.36364	-0.28571	-0.030687341
8390	None	 Nobody?	  Neutral	0	-0.36364	-0.28571	-0.030687341
8391	None	 She shook her head.	  Negative	-1	-0.27273	-0.28571	-0.030687341
8392	None	"Excuse me for asking, but are you here just to find this stone?"	  Negative	-1	-0.36364	-0.2381	0.016922659
8393	None	" Yeah, I don't know if it's just to see it."	  Neutral	0	-0.27273	-0.2381	0.016922659
8394	None	"Anyway, I'm from Nagoya."	  Neutral	0	-0.18182	-0.19048	0.064542659
8395	None	The old guy's from Nakano Ward in Tokyo.	  Neutral	0	-0.18182	-0.2381	0.016922659
8396	Satoru Nakata	" Yes, Nakata's from Nakano Ward,"" Nakata chimed in."	  Positive	1	-0.18182	-0.2381	0.016922659
8397	None	"I rode in a lot of trucks, and even got treated to eel once."	  Very negative	-2	-0.090909	-0.19048	0.064542659
8398	None	I came this far and haven't spent a cent of my own money.	  Neutral	0	0	-0.19048	0.064542659
8399	None	" I see...,"" the girl said."	  Positive	1	0	-0.2381	0.016922659
8400	None	Not to worry.	  Neutral	0	-0.090909	-0.2381	0.016922659
8401	None	"If nobody's heard about the stone, what're ya gonna do, huh?"	  Neutral	0	-0.090909	-0.28571	-0.030687341
8402	None	It's not your fault.	  Neutral	0	-0.18182	-0.28571	-0.030687341
8403	None	But maybe they call it something else.	  Neutral	0	-0.090909	-0.2381	0.016922659
8404	None	Are there any other famous stones around here?	  Neutral	0	-0.18182	-0.19048	0.064542659
8405	None	"You know, something with a legend behind it, maybe?"	  Negative	-1	-0.27273	-0.19048	0.064542659
8406	None	Or some stone people pray to?	  Neutral	0	-0.36364	-0.2381	0.016922659
8407	None	Anything like that?	  Neutral	0	-0.45455	-0.28571	-0.030687341
8408	Hoshino	" The girl looked timidly at Hoshino with her too-far-apart eyes, taking in his Chunichi Dragons cap, his hair and ponytail, his green-tinted sunglasses, pierced ear, and rayon aloha shirt."	  Negative	-1	-0.45455	-0.19048	0.064542659
8409	None	I'd be happy to tell you how to get to the city public library.	  Negative	-1	-0.36364	-0.19048	0.064542659
8410	None	You could research the stone there.	  Neutral	0	-0.36364	-0.28571	-0.030687341
8411	None	"I don't know much about stones myself, I'm afraid."	  Negative	-1	-0.36364	-0.28571	-0.030687341
8412	None	" The library, however, yielded nothing."	  Negative	-1	-0.36364	-0.28571	-0.030687341
8413	None	There wasn't a single book in the place devoted to stones in or around Takamatsu.	  Neutral	0	-0.36364	-0.28571	-0.030687341
8414	None	"The reference librarian, saying they might run across a reference somewhere, plunked down a stack of books in front of them: Legends of Kagawa Prefecture, Legends of Kobo Daishi in Shikoku, A History of Takamatsu, and the like."	  Positive	1	-0.27273	-0.33333	-0.078307341
8415	Hoshino	"Sighing deeply, Hoshino started leafing through them."	  Neutral	0	-0.27273	-0.33333	-0.078307341
8416	Satoru Nakata	"For his part, Nakata carefully turned one page after another in a photo collection entitled Famous Stones of Japan."	  Negative	-1	-0.27273	-0.2381	0.016922659
8417	None	"I can't read, he said, ""so this is the first library I've ever been in."	  Neutral	0	-0.18182	-0.19048	0.064542659
8418	Hoshino	" I'm not proud of it,"" Hoshino said, ""but this is a first for me, too."	  Neutral	0	-0.090909	-0.19048	0.064542659
8419	None	Even though I can.	  Neutral	0	-0.18182	-0.14286	0.112162659
8420	None	 It's kind of interesting now that we're here.	  Negative	-1	-0.27273	-0.095238	0.159784659
8421	None	 Glad to hear it.	  Neutral	0	-0.18182	-0.095238	0.159784659
8422	None	 There's a library in Nakano Ward.	  Neutral	0	0	-0.095238	0.159784659
8423	None	I think I'll stop by there every now and then.	  Neutral	0	0	-0.047619	0.207403659
8424	None	The best thing is they don't charge anything.	  Negative	-1	0	-0.095238	0.159784659
8425	Satoru Nakata	Nakata had no idea they'd let you in if you can't read.	  Neutral	0	0	-0.14286	0.112162659
8426	Hoshino	" I've got a cousin who was born blind, but he goes to see movies,"" Hoshino said."	  Positive	1	0.090909	-0.19048	0.064542659
8427	None	What fun could that be?	  Positive	1	0	-0.14286	0.112162659
8428	None	" I can see, but I've never been to a movie theater."	  Neutral	0	0	-0.19048	0.064542659
8429	None	 You're kidding!	  Neutral	0	-0.090909	-0.2381	0.016922659
8430	None	I'll have to take you sometime.	  Neutral	0	0	-0.28571	-0.030687341
8431	None	" The librarian came over and warned them to keep their voices down, so they stopped talking and went back to their books."	  Neutral	0	-0.090909	-0.28571	-0.030687341
8432	Satoru Nakata	"When he finished with Famous Stones of Japan, Nakata put it back on the shelf and began flipping through Cats of the World."	  Negative	-1	-0.18182	-0.33333	-0.078307341
8433	Hoshino	"Grumbling all the while, Hoshino managed to look through all the books piled up next to him."	  Neutral	0	-0.36364	-0.33333	-0.078307341
8434	None	"Unfortunately, he couldn't find any matches in any of them."	  Negative	-1	-0.45455	-0.38095	-0.125927341
8435	Satoru Nakata	"There were several references to the stone walls of Takamatsu Castle, but the stones in those walls were so massive that for Nakata to pick one up was out of the question."	  Neutral	0	-0.54545	-0.33333	-0.078307341
8436	None	"There was also a promising legend about Kobo Daishi, a famous scholarly monk of the Heian period."	  Negative	-1	-0.63636	-0.33333	-0.078307341
8437	None	"It was claimed that when he lifted up a stone in a wilderness, a spring gushed out and the place became a fertile rice field, but that was the end of the story."	  Neutral	0	-0.72727	-0.42857	-0.173547341
8438	Hoshino	"Hoshino also read about one shrine that had a stone called the Treasure of Children Stone, but it was more than a yard tall and shaped like a phallus."	  Negative	-1	-0.63636	-0.47619	-0.221167341
8439	Satoru Nakata	No way that could be the one Nakata was looking for.	  Negative	-1	-0.72727	-0.47619	-0.221167341
8440	None	"The two of them gave up, left the library, and went to a nearby diner for dinner."	  Negative	-1	-0.63636	-0.47619	-0.221167341
8441	Hoshino	"They both had noodles topped with tempura, Hoshino ordering an extra bowl of noodles and broth."	  Negative	-1	-0.63636	-0.52381	-0.268787341
8442	Satoru Nakata	"I enjoyed the library, Nakata said."	  Negative	-1	-0.63636	-0.57143	-0.316407341
8443	None	I had no idea there were so many kinds of cats in the world.	  Neutral	0	-0.63636	-0.52381	-0.268787341
8444	Hoshino	" The stone thing didn't pan out, but that's all right,"" Hoshino told him."	  Negative	-1	-0.54545	-0.52381	-0.268787341
8445	None	We just got started.	  Neutral	0	-0.45455	-0.52381	-0.268787341
8446	None	Let's get a good night's sleep and see what tomorrow brings.	  Neutral	0	-0.45455	-0.52381	-0.268787341
8447	None	 The next morning they went back to the library.	  Negative	-1	-0.45455	-0.47619	-0.221167341
8448	Hoshino	"Like the day before, Hoshino read through a huge stack of books, one after the other."	  Neutral	0	-0.36364	-0.52381	-0.268787341
8449	None	He'd never read so many books in his life.	  Neutral	0	-0.36364	-0.52381	-0.268787341
8450	None	"By now he was fairly conversant with the history of Shikoku, and he'd learned that people had worshipped different kinds of stones for centuries."	  Neutral	0	-0.36364	-0.52381	-0.268787341
8451	None	But what he really wanted--a description of this entrance stone--was nowhere to be found.	  Negative	-1	-0.36364	-0.52381	-0.268787341
8452	None	"By afternoon his head was starting to ache, so they left the library, laid down on the grass in a park for a long while, and gazed at the clouds drifting by."	  Negative	-1	-0.36364	-0.52381	-0.268787341
8453	Hoshino	"Hoshino smoked, Nakata sipped at hot tea from his thermos."	  Neutral	0	-0.36364	-0.47619	-0.221167341
8454	Satoru Nakata	"It's going to thunder again tomorrow, Nakata said."	  Neutral	0	-0.45455	-0.52381	-0.268787341
8455	None	Meaning you're going to make it thunder?	  Negative	-1	-0.54545	-0.42857	-0.173547341
8456	Satoru Nakata	" No, Nakata can't do that."	  Neutral	0	-0.63636	-0.38095	-0.125927341
8457	None	The thunder comes by itself.	  Neutral	0	-0.63636	-0.42857	-0.173547341
8458	Hoshino	" Thank God for that,"" Hoshino said."	  Negative	-1	-0.54545	-0.38095	-0.125927341
8459	Satoru Nakata	"They went back to their inn, took a bath, and then Nakata went to bed and was soon fast asleep."	  Negative	-1	-0.63636	-0.33333	-0.078307341
8460	Hoshino	"Hoshino watched a baseball game on TV with the sound down low, but since the Giants were soundly beating Hiroshima he got disgusted with the whole thing and turned it off."	  Negative	-1	-0.54545	-0.33333	-0.078307341
8461	None	"He wasn't sleepy yet and felt thirsty, so he went out and found a beer hall, and ordered a draft and a plate of onion rings."	  Negative	-1	-0.36364	-0.38095	-0.125927341
8462	None	"He was thinking of striking up a conversation with a young girl sitting nearby, but figured it wasn't the time or place to make a pass."	  Negative	-1	-0.45455	-0.33333	-0.078307341
8463	None	"Tomorrow morning, after all, it was back to searching for the elusive stone."	  Neutral	0	-0.45455	-0.28571	-0.030687341
8464	None	"He finished his beer, pulled on his Chunichi Dragons cap, left, and just wandered around."	  Negative	-1	-0.27273	-0.28571	-0.030687341
8465	None	"Not the most appealing-looking city, he decided, but it felt pretty good to be walking around wherever he wanted in a place he'd never been before."	  Positive	1	-0.18182	-0.33333	-0.078307341
8466	None	"He always enjoyed walking, anyway."	  Positive	1	-0.18182	-0.28571	-0.030687341
8467	None	"A Marlboro between his lips, hands stuck in his pockets, he wandered from one main street to another and down various alleys."	  Negative	-1	-0.090909	-0.28571	-0.030687341
8468	None	When he wasn't smoking he whistled.	  Neutral	0	0	-0.28571	-0.030687341
8469	None	"Some parts were lively and crowded, others deserted and deathly quiet."	  Positive	1	0	-0.2381	0.016922659
8470	None	"No matter where he found himself, he kept up the same pace."	  Neutral	0	0	-0.19048	0.064542659
8471	None	"He was young, healthy, carefree, with nothing to fear."	  Negative	-1	-0.090909	-0.14286	0.112162659
8472	Hoshino	"He was walking down a narrow alley full of karaoke bars and clubs that looked like they'd be operating under different names in six months, and had just come to a dark, deserted spot when somebody called out behind him, ""Hoshino!"	  Neutral	0	-0.18182	-0.14286	0.112162659
8473	Hoshino	Hoshino!	  Neutral	0	-0.090909	-0.095238	0.159784659
8474	None	 in a loud voice.	  Neutral	0	-0.090909	-0.14286	0.112162659
8475	None	At first he couldn't believe it.	  Negative	-1	-0.18182	-0.095238	0.159784659
8476	Hoshino	Nobody knew him in Takamatsu--it had to be some other Hoshino.	  Neutral	0	-0.18182	-0.095238	0.159784659
